,res_PCA_anomalous_DNN,res_PCA_autoencoder_DNN,res_PCA_rbm_DNN,res_PCA_anomalous_RF,res_PCA_autoencoder_RF,res_PCA_rbm_RF
0,0.0669163018465,0.0648927986622,0.0639469325542,0.0685703530908,0.0637202262878,0.064509741962
1,0.0669021382928,0.0661360025406,0.0649473592639,0.0673848241568,0.0643646866083,0.0637948065996
2,0.0672358199954,0.0664867609739,0.064064450562,0.0681994780898,0.066832639277,0.0635630711913
3,0.068116992712,0.0652824491262,0.0645602270961,0.0666423663497,0.0654347464442,0.0641832128167
4,0.068222746253,0.0649117380381,0.0639202967286,0.0668600052595,0.065557718277,0.0642316415906
5,0.0670124515891,0.0653981640935,0.063407368958,0.0671883970499,0.0651031881571,0.0636944323778
6,0.0673222392797,0.0652192533016,0.0643230229616,0.0669049918652,0.0642591714859,0.064015135169
7,0.0674934610724,0.065735667944,0.0641317367554,0.0680615156889,0.064699023962,0.0641839727759
8,0.0678661391139,0.0673704519868,0.0664052143693,0.0677005797625,0.0656663924456,0.0638447031379
9,0.0669808611274,0.065492041409,0.0639033690095,0.0680857896805,0.0637002214789,0.0634763538837
10,0.0667233243585,0.0656181573868,0.0639729052782,0.0670857354999,0.0655667558312,0.0636106878519
11,0.0679298937321,0.0645690560341,0.0655997917056,0.0685598924756,0.0656228810549,0.0645895898342
12,0.0675640702248,0.0655202120543,0.0638134032488,0.0682292953134,0.065752863884,0.0651788339019
13,0.0670818164945,0.0652810186148,0.0636836737394,0.0673211961985,0.0659358873963,0.0636877268553
14,0.0679657235742,0.0664050430059,0.064438842237,0.0678499564528,0.0648410394788,0.0649414584041
15,0.0675621256232,0.0658749565482,0.063696667552,0.0668839886785,0.0658112242818,0.0637615919113
16,0.0670258924365,0.0663611516356,0.065113298595,0.0673811435699,0.0648678913713,0.0647959038615
17,0.0679342746735,0.0667751356959,0.064973987639,0.0678214877844,0.06744761765,0.0650826841593
18,0.0668448135257,0.0660514608026,0.0638942644,0.0684771537781,0.065544642508,0.0643173158169
19,0.0672157108784,0.0644191876054,0.0636609792709,0.0663084387779,0.0650943815708,0.0634344965219
20,0.0668434128165,0.0663070529699,0.0645903199911,0.0671938881278,0.0658856034279,0.063562951982
21,0.0669556930661,0.0653635039926,0.0646927952766,0.0683442205191,0.0666347295046,0.0637920051813
22,0.0678054690361,0.0667410865426,0.0634744912386,0.0677813068032,0.0651201531291,0.0636795535684
23,0.0678203850985,0.0662672966719,0.063406676054,0.0667418837547,0.0658730715513,0.0635447502136
24,0.0681911408901,0.0653271004558,0.0636005401611,0.0698508396745,0.066061578691,0.0649288892746
